RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
Richland County,OH,Mansfield,39,139,485,103500,99900,99900,104900,99900,99900,99900,99900,95500,92950,90000,89900,89700,89900,85900,84900,89900,89900,89900,90500,94250,92650,89900,89900,86700,87700,89900,93900,89900,92500,94500,95200,94400,94900,92900,89900,84950,87500,89700,89900,94900,96900,97500,99000,99000,98600,95000,94900,94900,94900,97200,94900,99900,104900,96900,92700,89900,89900,89777,87900,87900,87900,89900,89900,97400,99000,96900,94900,94548,93900,89500,89900,87900,88500,89900,90949,97200,94200,95500,89900,89500,89500,86500,84900,87500,89900,98650,99900,107500,114900,114900,114900,116900,114900,109900,101900,104900,106250,109000,124700,124900,119900,118000,124950,119900,124900,119900,111200,112000,109900,109900,124900,124950
Comanche County,OK,Lawton,40,31,486,119900,123450,120750,127700,129900,129900,131925,130000,129900,134999.5,130700,127500,125000,125000,129000,129250,129900,127900,125000,126450,119900,122500,119650,118000,119850,119900,126000,124900,128750,128250,129500,124900,129900,129900,129900,129000,129500,129900,135000,132000,129975,129900,125000,125000,125000,124900,124900,119900,125950,125000,129700,129000,127250,124975,122450,119900,119900,115500,114900,115000,114900,118450,113600,109900,110000,114000,115000,110000,109700,112500,109900,108850,108100,109900,115450,115000,118900,119000,118900,116500,112000,110000,115000,114900,115900,118000,118000,119900,120000,123950,119700,114900,110000,110000,110000,111450,114900,119500,120000,122100,119950,122700,119900,123750,125000,121500,119900,119900,118900,119900,122700,125000,124900
Columbia County,GA,Augusta-Richmond County,13,73,487,189900,189900,189900,189900,189900,192360,189900,189900,189990,189900,188950,188500,185900,183900,183900,179900,184900,184900,185000,187700,189900,189900,189000,186900,188900,189900,193900,189900,190900,194900,192400,192900,194900,194900,194995,198900,196900,199900,204900,204950,209900,207500,205000,209825,212000,214250,212900,213354,212489,209900,212489,218900,220000,223000,223000,222957.5,223000,224900,224900,224950,219900,220400,220000,224900,229500,225700,225000,224900,229500,234900,234900,236950,239900,239900,239900,244900,244950,244900,239000,239900,229500,234900,234900,234900,234800,241000,239900,244900,245999,246900,242000,240000,240000,241300,245850,245899.5,248668.5,249900,249900,254500,252850,247500,249900,249900,244900,246500,246100,244900,245750,244700,249900,252000,250400
Strafford County,NH,Boston-Cambridge-Newton,33,17,488,225450,224900,224900,224950,229000,225000,224900,219900,219900,219900,220000,210000,209900,199900,205000,214900,219900,214900,219000,214900,209900,209900,209000,199900,199900,199900,207900,215000,219999.5,219900,215000,212500,209900,207000,210450,204950,214900,222500,220900,224900,229000,229900,229000,225000,225000,228778,225000,219900,216250,218450,229000,229950,235000,238950,234900,233995,229900,239000,229800,224999,230000,230000,239250,239900,238900,239900,239900,239000,239500,239500,239000,236450,234900,235000,241200,247900,244900,249900,252000,249900,250000,250000,249900,249900,249900,249900,249995,259950,265000,269000,265000,264900,269900,265000,259900,259900,269900,275000,279900,289900,289000,287900,284900,285000,284900,279900,284900,280000,284500,286900,289900,294900,295450
Blount County,TN,Knoxville,47,9,489,199900,199900,199900,195000,189900,184900,184900,184900,183900,182900,179900,175900,175000,175000,178500,174900,178500,177700,179900,179500,175000,174900,169900,169900,169900,167950,160000,169000,169900,169900,169900,169900,174900,169900,168900,168450,164949.5,168900,169000,169900,169900,169900,169900,169250,169900,169900,169700,164900,164900,169000,169900,174900,174900,178000,179900,179900,184900,179900,185000,185000,185000,182900,184950,186900,209900,215000,210000,209900,209900,210000,209900,209900,203700,204900,205000,212888,210000,209900,217950,214900,210000,209900,209900,214900,219900,219900,224900,228700,225000,229700,229900,234900,234900,239450,239900,234250,229900,229900,229900,236990,239900,239900,239250,230000,233420,233140,229900,229900,224900,229900,229900,234900,237420
Washington County,TN,Johnson City,47,179,490,189900,194900,190950,184900,189900,189900,193900,195000,189900,185000,184900,182500,176900,179900,179900,179900,179000,174900,174997,174900,174994,174994,175000,177900,170000,171250,174900,169900,169950,173500,169900,162900,164000,160950,162996,164900,165900,169900,167900,169900,174900,169900,169900,169900,171500,169900,168950,165000,159900,164900,165000,169000,169900,170000,169000,169938.5,169900,164999.5,169900,164900,165000,170000,178250,179900,183500,184900,179900,174900,179900,179985,179000,179900,189700,189000,189900,189900,198150,195250,199000,204000,202000,2.00E+05,2.00E+05,199900,198900,197500,199900,202000,200563,204900,204900,200225,206000,209900,205000,204900,205000,209900,209000,212200,217750,219900,210000,215000,210000,214900,215500,209900,210000,209900,209900,219000,214900
Wayne County,NC,Goldsboro,37,191,491,149900,149950,155000,159900,162900,163000,159900,155700,158250,150000,155300,157000,157000,155000,159900,157000,156950,158900,156900,154900,155000,154900,149900,149900,149400,149900,149900,152000,149900,152700,148900,142500,142000,144700,142999,142900,144900,145900,149900,149900,155900,155300,149900,149900,149900,149900,149900,158900,150000,151400,152500,156496,158900,154900,158400,152900,154900,154000,152900,149900,149700,152900,149900,156000,165000,165000,169900,169900,168450,168000,163000,163500,159900,161900,167900,163500,162900,160000,164450,162900,160950,159000,162900,162000,159900,159900,159900,162200,164900,164900,165000,164900,164900,159900,163400,165000,165000,167250,165000,164950,169000,169900,166200,165000,163488,158900,161150,158950,158900,158878,159900,169500,169900
Spotsylvania County,VA,Washington-Arlington-Alexandria,51,177,492,225000,225000,229900,229900,228850,225000,224900,224900,222000,222450,219450,208000,2.00E+05,199900,2.00E+05,199900,205000,206000,209990,215999,215000,212900,201500,199900,199900,202000,209900,219900,223161.5,225450,230000,230000,225000,224990,232900,234900,244500,244925,249900,256900,259900,262900,259900,259900,264950,259900,254900,249900,254900,254700,265000,274900,279000,279825,276250,279900,274900,269886,274900,279937,272601.5,270000,279900,279900,279900,289000,279900,289000,284900,283450,275000,274900,285000,287400,299000,299000,299900,299925,3.00E+05,299975,299900,299900,309000,310944,309000,3.00E+05,319925,319900,324900,323900,320000,319250,315000,319900,314900,319900,323796.5,323593,327990,329900,329990,335000,329999.5,329900,325000,319900,315250,319900,315000,314900,322990,319950,326760
Kennebec County,ME,Augusta-Waterville,23,11,493,174900,169900,169900,165000,169000,165000,164000,160000,159900,159900,159000,157510.5,154900,155000,155000,157000,159900,159900,159900,157000,157000,155000,155000,156000,155000,150000,150000,159900,159900,162950,160000,159900,159900,155000,155000,150000,150000,150000,155000,159900,159700,162000,162500,159900,160000,159900,162500,159900,156700,157500,159900,165000,169900,169900,169250,168250,168750,162500,159900,156750,155000,159000,159000,159000,159450,159000,164900,159900,159000,159900,159900,159000,155750,150000,153900,159500,159900,159900,159950,159900,160000,159000,157950,154900,149000,149900,149900,159900,169900,174000,179000,175000,169900,175000,169000,166900,167450,169450,179900,188500,189900,189500,199000,199000,195000,194400,198000,191450,189900,193950,194950,197735,205000
Oswego County,NY,Syracuse,36,75,494,119000,119900,119900,119900,119900,119900,124000,122450,119900,119900,116950,113949.5,113400,109900,110000,110000,118700,118950,119900,119900,119900,119900,117900,114900,109000,109900,113900,118000,115000,118700,115000,109900,109900,109000,102450,99500,99500,99900,104900,109607.5,114998.5,118000,119450,118900,115000,114900,114900,114900,115000,117201,119000,119000,119900,124900,119900,118900,119000,119000,119000,116900,112000,109900,110000,118450,117000,119000,119900,114900,114500,112950,109900,107000,105000,1.00E+05,103500,105950,114900,114900,109900,109900,107000,99900,1.00E+05,97700,95000,95000,98500,99300,104900,109900,109900,109900,109900,109900,104900,1.00E+05,99900,99925,102900,109900,119000,123500,125000,125450,124900,124000,119900,119900,117500,117500,119000,119000,119900
Gregg County,TX,Longview,48,183,495,176500,175500,171000,169000,169900,172000,172500,172000,169950,169900,175000,175000,175000,174400,176200,175000,175000,170000,169900,174900,175000,172000,175000,176000,174900,174900,171000,171000,169000,169500,169900,169900,169900,169500,169000,168500,168000,169000,169700,169000,169900,169900,169500,169000,168000,168900,168000,169500,168000,169500,168500,172900,175900,175900,178700,179900,179900,179000,178750,178500,175000,172900,175000,179500,179700,179500,179900,180000,181800,179900,184000,183250,179900,185000,189900,189000,189000,189000,189500,184200,179949.5,179000,179900,179500,174367,172500,169900,169900,172000,169900,170000,174500,175000,173000,169900,169900,170000,167000,168500,169900,174500,175000,177900,172500,169900,169900,169999,170000,174000,176900,182900,185000,184900
Tangipahoa Parish,LA,Hammond,22,105,496,169900,169900,169900,174500,169999.5,169900,167000,169900,169900,159900,159250,159900,159000,158900,160000,164000,162950,154997.5,155000,155000,150000,152000,148850,150000,150500,153100,153000,153000,154500,154350,153500,154700,154950,153950,155000,154500,154000,154900,155000,159900,163000,160000,160900,159500,159900,159900,158550,156900,158000,155697.5,158361,156200,158100,158000,160000,164900,166700,164900,166200,162900,165000,165000,165000,166250,165000,166200,169900,169900,167900,165000,165000,166200,173200,175000,175000,179900,185000,180000,180000,185500,188375,186500,188250,184950,184900,181890,178500,182100,180000,179900,184999.5,185770,184900,187500,184900,185900,185900,189000,189700,185000,184900,182900,179900,182950,182890,185000,189900,185700,185000,184900,185000,185900,190000
Potter County,TX,Amarillo,48,375,497,119500,119000,115000,114450,114950,111400,110000,109900,109900,107900,109900,105950,105000,103250,104900,105000,110000,114900,118500,119900,124900,129000,129700,126000,119900,118250,119000,119950,125000,124900,119900,119000,116000,117900,115000,114900,110000,110000,109900,115000,119450,122900,115999,119000,115000,115000,115950,114900,118175,118500,126500,127250.5,125000,125000,125000,120000,123500,125000,125000,118000,119000,114900,114900,121500,127000,143000,146900,138500,135000,128700,127000,125000,125000,125000,129900,139900,143500,149999.5,144500,142750,142250,145000,144950,155000,145900,145450,145000,155450,163000,161700,149950,155060,168900,159900,155030,156900,167250,150000,154900,166250,169950,175000,170000,164950,159900,159500,155325,165000,149900,145000,144900,155000,157999
Grayson County,TX,Sherman-Denison,48,181,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181945,175690,166890,174690,168990,168990,182990,177790,180000,186774,179450,170845,179950,170000,166000,174500,177990,180000,189500,188877.5,188765,188932,199500,205990,210990,245495,220900,220900,215400,219500,224600,225000,227900,229347,229173.5,226900,228900,211000,216900,229000,244900,225000,253747,252400,259587,264995,264995,264995,280400,279450,287902.5,245000,244900,243250,245000,239150,238500,242400,234945,239895,236220,239950
Randall County,TX,Amarillo,48,381,499,169900,169900,164900,159900,162000,164000,160000,158000,159900,158000,155000,159900,155000,149900,150000,150000,155000,159250,159900,159500,159900,158900,157750,159450,156850,156900,159032,160000,159900,164500,164900,159900,156900,157450,154000,157500,159900,160500,159950,163000,169900,167900,164999,164000,163000,161000,160000,164900,169900,170800,175000,178950,181000,188700,178750,179000,179000,179900,180000,180650,180000,182950,183900,187000,185850,189000,191950,189900,189900,189900,192350,190750,199900,209000,2.00E+05,211700,205900,209900,210000,210000,204900,199000,192085,196175,191035,194000,199900,202950,208250,209900,214900,214900,209900,210910,211705,204450,209900,210000,212625,212625,214500,214950,216562.5,220000,218550,221991,223000,223000,221950,225000,224900,225000,224500
Morgan County,AL,Decatur,1,103,500,162900,162700,159450,145900,142900,140000,139900,137250,136500,138700,139500,136450,137500,139500,137700,139900,139900,140000,144900,146200,142900,139900,138950,136450,136500,137950,137900,136500,134900,139000,136450,133000,130000,129900,129900,134900,136700,134900,139900,139900,149900,149900,149250,149650,149900,149950,149250,149675,149900,149900,154900,154900,155450,159900,159900,150000,152950,149900,149900,147900,145900,147000,145000,144900,142900,144900,149900,154900,152500,154450,154900,149900,149900,149900,149900,149900,149900,150000,150000,149900,149900,147675,146900,145000,149900,150000,149900,159900,165000,165900,169900,169900,169900,174546,174900,174223,174900,169900,169500,177060,179481,177500,178920.5,177900,184900,179900,194038,188866,180000,194950,189900,189900,189900
Pickens County,SC,Greenville-Anderson-Mauldin,45,77,501,182450,176900,175000,169900,159900,159900,159900,159900,159900,159000,157900,149900,149900,149900,151950,150000,154950,159900,159900,164900,164900,164900,165450,159900,159900,159000,159250,162900,162700,162200,159250,159000,154000,153900,153900,159500,159900,165000,163700,164894,160000,165000,164900,165900,169900,175000,173900,174950,169900,173500,183850,184500,185000,180000,179900,178450,177200,174900,174950,174900,174900,174900,174900,179900,182500,179900,185450,179900,184900,188150,192000,193950,194500,209900,199000,214000,219000,219000,205450,206950,209950,209900,205000,206900,199900,214950,217000,220000,229900,239250,239000,244627.5,239000,234900,226990,225000,229000,219900,230000,230000,229375,230000,221990,214900,219900,220950,219945,227450,229950,229900,237900,229450,235000
Boone County,KY,Cincinnati,21,15,502,179000,175760,178900,173885,174900,174900,174900,174900,174850,173629.5,171304,171152,169900,165000,169900,169900,174900,172250,174900,170000,174900,173997.5,185000,180160,179900,179945,182320,184200,178900,182400,184900,182950,179150,172000,179800,173000,174500,169900,178668,172000,175000,174900,196400,183200,189900,189900,201100,189900,194800,194800,189945,195990,194000,218150,210000,209900,215000,208250,218900,224900,225900,227300,224900,211990,215145,216500,214900,213700,220045,215000,220000,229600,225000,219503,2.00E+05,213700,212900,215000,217950,210000,205000,204900,202000,2.00E+05,199900,2.00E+05,209900,215445,231000,220000,225000,229900,225000,226900,228745,229945,239900,229950,229900,233495,235990,232500,228000,229900,233945,230995,235990,249000,252500,251600,249900,250000,250000
Calhoun County,AL,Anniston-Oxford-Jacksonville,1,15,503,134900,134900,133000,129900,129900,129500,126950,125000,125000,125000,125000,124000,124000,124500,124900,124000,124900,124900,124900,124900,125000,124900,124900,123000,119900,119900,120950,123000,122500,122950,121900,119900,117200,117500,109900,114900,114900,115000,116875,119000,116250,117900,119900,119900,119500,119900,119250,118900,114900,117950,121900,120000,124900,124900,124900,119900,117900,116900,115999,115000,110000,114700,113200,109950,114900,116900,116350,115000,114900,115000,119000,114900,109900,113400,110950,119900,116900,115000,115000,116900,115900,114900,112700,109900,109900,114900,116738,119900,119900,119900,119950,124527,119900,118000,119900,119900,119250,119900,119921,119900,124900,124900,129900,124900,124900,125000,129900,126975,119900,119000,119900,125950,129900
